address_name,full_name,id,name,purpose_name,rubrics,type,address.building_id,address.components,address.postcode,point.lat,point.lon,reviews.general_rating,reviews.general_review_count,reviews.general_review_count_with_stars,reviews.is_reviewable,reviews.is_reviewable_on_flamp,reviews.items,reviews.org_rating,reviews.org_review_count,reviews.org_review_count_with_stars,address.landmark_name,address_comment,address.building_name,reviews.rating,reviews.review_count,reviews.recommendation_count,building_name,city
"Старая Басманная улица, 18 ст4","Москва, Старая Басманная улица, 18 ст4",70000001054543333,"Публика, кафе-бар","Кафе, бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",branch,4504235282655992,"[{'number': '18 ст4', 'street': 'Старая Басманная улица', 'street_id': '4504338361746295', 'type': 'street_number'}]",105066,55.766435,37.663657,4.5,47.0,94.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.5,47.0,94.0,,,,,,,,Москва
"улица Покровка, 38 ст5","Москва, улица Покровка, 38 ст5",70000001092723344,Stolovaya,"Кафе, бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'usadby', 'id': '112911', 'kind': 'geo', 'name': 'Усадьбы', 'parent_id': '112663', 'short_id': 112911}]",branch,4504235282729520,"[{'number': '38 ст5', 'street': 'улица Покровка', 'street_id': '4504338361746590', 'type': 'street_number'}]",101000,55.761902,37.652148,4.9,31.0,69.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,28.0,66.0,,1 этаж,,,,,,Москва
"улица Покровка, 19",,70000001052145044,Caffe Mandy`s,,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,4504235282732394,"[{'number': '19', 'street': 'улица Покровка', 'street_id': '4504338361746590', 'type': 'street_number'}]",101000,55.759894,37.646723,3.6,51.0,99.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.0,93.0,177.0,площадь Покровские ворота,1 этаж,,,,,,Москва
"Нижняя Красносельская улица, 35 ст59",,70000001030277942,"Барвиха lounge, лаундж-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282650587,"[{'number': '35 ст59', 'street': 'Нижняя Красносельская улица', 'street_id': '4504338361746427', 'type': 'street_number'}]",105066,55.776442,37.674918,5.0,623.0,687.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",5.0,6594.0,7344.0,,6 этаж,,5.0,1.0,,,Москва
"Кривоколенный переулок, 10 ст5",,70000001023339372,"Широкую на широкую, гриль-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282760118,"[{'number': '10 ст5', 'street': 'Кривоколенный переулок', 'street_id': '4504338361746341', 'type': 'street_number'}]",101000,55.761553,37.636183,4.3,117.0,226.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.1, 'recommendation_count': 5, 'review_count': 12, 'tag': 'flamp'}]",4.3,117.0,226.0,,цокольный этаж,,4.1,12.0,5.0,,Москва
"улица Земляной Вал, 50а ст3",,70000001017338647,"Zажигалка, стриптиз-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'striptiz_kluby', 'id': '110530', 'kind': 'primary', 'name': 'Стриптиз-клубы', 'parent_id': '2', 'short_id': 110530}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",branch,4504235282734329,"[{'number': '50а ст3', 'street': 'улица Земляной Вал', 'street_id': '4504338361746724', 'type': 'street_number'}]",109028,55.750913,37.655285,4.9,97.0,132.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.9, 'review_count': 8, 'tag': 'flamp'}]",4.9,212.0,280.0,,цокольный этаж,БЦ РТС,4.9,8.0,,,Москва
"Кривоколенный переулок, 9 ст3","Москва, Кривоколенный переулок, 9 ст3",70000001062988271,"Кривоколенный 9с3, винный бар",Ресторан,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282757925,"[{'number': '9 ст3', 'street': 'Кривоколенный переулок', 'street_id': '4504338361746341', 'type': 'street_number'}]",101000,55.762851,37.637888,4.1,45.0,98.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",4.1,45.0,98.0,,,,5.0,1.0,,,Москва
"улица Покровка, 31 ст1",,70000001066570072,"Френдс: Джо не делится едой, кафе",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282732259,"[{'number': '31 ст1', 'street': 'улица Покровка', 'street_id': '4504338361746590', 'type': 'street_number'}]",101000,55.760599,37.649647,4.8,227.0,316.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,598.0,3145.0,,1 этаж,,,,,,Москва
"улица Александра Солженицына, 23а ст4",,70000001062162883,"На ковёр, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'ryumochnye', 'id': '52248', 'kind': 'primary', 'name': 'Рюмочные', 'parent_id': '2', 'short_id': 52248}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235303232126,"[{'number': '23а ст4', 'street': 'улица Александра Солженицына', 'street_id': '4504338361749382', 'type': 'street_number'}]",109004,55.74472,37.662788,4.6,39.0,56.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,74.0,98.0,,цокольный этаж,,,,,,Москва
"Чистопрудный бульвар, 12а ст6","Москва, Чистопрудный бульвар, 12а ст6",4504127909217631,"Шатёр, ресторан",Ресторан,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,4504235282745377,"[{'number': '12а ст6', 'street': 'Чистопрудный бульвар', 'street_id': '4504338361746494', 'type': 'street_number'}]",101000,55.760717,37.644719,4.5,187.0,290.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.2, 'recommendation_count': 4, 'review_count': 17, 'tag': 'flamp'}]",4.5,187.0,290.0,,,,4.2,17.0,4.0,,Москва
"Кривоколенный переулок, 9 ст2",,70000001040679580,"Ладо, ресторан-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282757896,"[{'number': '9 ст2', 'street': 'Кривоколенный переулок', 'street_id': '4504338361746341', 'type': 'street_number'}]",101000,55.762842,37.637317,4.9,277.0,5832.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",4.9,277.0,5832.0,,2 этаж,,5.0,1.0,,,Москва
"улица Сергия Радонежского, 8",,4504127908926451,"Гамбринус, сеть ресторанов",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",branch,4504235282677233,"[{'number': '8', 'street': 'улица Сергия Радонежского', 'street_id': '4504338361749429', 'type': 'street_number'}]",105120,55.746684,37.675356,4.8,194.0,291.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.5, 'recommendation_count': 2, 'review_count': 15, 'tag': 'flamp'}]",4.8,1861.0,2604.0,,1 этаж,,4.5,15.0,2.0,,Москва
"Большой Трёхсвятительский переулок, 2/1 ст8",,70000001068066663,"8 шаров, бильярдный клуб",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'bilyardnye_zaly', 'id': '169', 'kind': 'primary', 'name': 'Бильярдные залы', 'parent_id': '2', 'short_id': 169}]",branch,4504235301164894,"[{'number': '2/1 ст8', 'street': 'Большой Трёхсвятительский переулок', 'street_id': '4504338361746631', 'type': 'street_number'}]",109028,55.754715,37.643082,4.3,13.0,34.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.3,13.0,34.0,,,,,,,,Москва
"Даев переулок, 19",,70000001057572155,"Olluco, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,4504235301269499,"[{'number': '19', 'street': 'Даев переулок', 'street_id': '4504338361746268', 'type': 'street_number'}]",107045,55.77021,37.637524,4.8,13.0,35.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,13.0,35.0,,1 этаж,,,,,,Москва
"Нижний Сусальный переулок, 5 ст7","Москва, Нижний Сусальный переулок, 5 ст7",70000001041181604,"Волковская пивоварня, бар","Кафе, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,4504235282664120,"[{'number': '5 ст7', 'street': 'Нижний Сусальный переулок', 'street_id': '4504338361747655', 'type': 'street_number'}]",105064,55.759282,37.663487,4.8,201.0,2077.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,201.0,2077.0,Арма,1 этаж,,,,,,Москва
"Мясницкая улица, 24 ст3",,4504127908983161,"Петрович, клуб-ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}]",branch,4504235282757723,"[{'number': '24 ст3', 'street': 'Мясницкая улица', 'street_id': '4504338361746344', 'type': 'street_number'}]",101000,55.762915,37.636925,4.3,83.0,138.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.4, 'recommendation_count': 3, 'review_count': 11, 'tag': 'flamp'}]",4.3,83.0,138.0,,цокольный этаж,,3.4,11.0,3.0,,Москва
"Старосадский переулок, 3 ст2",,70000001094200802,Автомойка by Veladora,,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,4504235283026225,"[{'number': '3 ст2', 'street': 'Старосадский переулок', 'street_id': '4504338361746533', 'type': 'street_number'}]",101000,55.757458,37.639673,2.9,9.0,22.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",2.9,9.0,22.0,,,,,,,,Москва
"Мясницкая улица, 17 ст1",,4504127908349419,"Dream bar, кафе-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",branch,4504235282764193,"[{'number': '17 ст1', 'street': 'Мясницкая улица', 'street_id': '4504338361746344', 'type': 'street_number'}]",101000,55.763483,37.635546,4.2,208.0,379.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.3, 'recommendation_count': 10, 'review_count': 35, 'tag': 'flamp'}]",4.2,208.0,379.0,,1 этаж,,4.3,35.0,10.0,,Москва
"Нижняя Сыромятническая улица, 1/4 ст11",,70000001064882056,"Мунк, бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",branch,4504235283179266,"[{'number': '1/4 ст11', 'street': 'Нижняя Сыромятническая улица', 'street_id': '4504338361749652', 'type': 'street_number'}]",105120,55.754949,37.665913,4.3,47.0,77.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.3,47.0,77.0,,,,,,,,Москва
"Большой Трёхсвятительский переулок, 2/1 ст8",,70000001043164982,"Sur, кафе-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235301164894,"[{'number': '2/1 ст8', 'street': 'Большой Трёхсвятительский переулок', 'street_id': '4504338361746631', 'type': 'street_number'}]",109028,55.75474,37.642854,2.8,326.0,530.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4, 'review_count': 3, 'tag': 'flamp'}]",2.8,326.0,530.0,,1 этаж,,4.0,3.0,,,Москва
"Малый Трёхсвятительский переулок, 1 ст3",,70000001075880492,"If, кафе",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,4504235283021088,"[{'number': '1 ст3', 'street': 'Малый Трёхсвятительский переулок', 'street_id': '4504338361746632', 'type': 'street_number'}]",109028,55.754853,37.645413,4.8,19.0,56.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,19.0,56.0,,1 этаж,,,,,,Москва
"Ольховская улица, 14 ст1",,70000001029587840,"Punk fiction, скейт-бар",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,70030076132022796,"[{'number': '14 ст1', 'street': 'Ольховская улица', 'street_id': '4504338361746459', 'type': 'street_number'}]",105066,55.774649,37.671056,4.7,44.0,110.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 1, 'tag': 'flamp'}]",4.7,44.0,110.0,Авиатор,"1, 2 этаж",,5.0,1.0,,,Москва
"улица Фридриха Энгельса, 20 ст1",,70000001045198289,"Life pub, ресторан",,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,4504235282648020,"[{'number': '20 ст1', 'street': 'улица Фридриха Энгельса', 'street_id': '4504338361746418', 'type': 'street_number'}]",105005,55.772385,37.68295,4.4,34.0,60.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.4,34.0,60.0,,1 этаж,,,,,,Москва
